name,url,born,teams,first_class.average,first_class.balls_faced,first_class.boundaries,first_class.catches_taken,first_class.fifties,first_class.highest,first_class.hundreds,first_class.inns,first_class.matches,first_class.not_outs,first_class.runs,first_class.sixes,first_class.strike_rate,first_class.stumps
Shamshuzama Kazi,http://www.espncricinfo.com/ci/content/player/707029.html,"November 10, 1994, Nanded, Maharashtra ","Maharashtra,",1.00,16,0,0,0,2,0,2,1,0,2,0,12.50,0
Azim Kazi,http://www.espncricinfo.com/ci/content/player/1175442.html,"October 14, 1993, Ahmednagar, Maharashtra ",Maharashtra,44.00,40,0,0,0,39*,0,3,10,2,44,3,110.00,0
Abrar Kazi,http://www.espncricinfo.com/ci/content/player/422106.html,"September 29, 1989, Bangalore, Karnataka ","Karnataka State Cricket Association Colts XI,",49.39,1883,141,6,3,200*,4,30,17,7,1136,14,60.32,0
Arshad Kawaja,http://www.espncricinfo.com/ci/content/player/733231.html,"April 22, 1987, Anantnag ",Jammu & Kashmir,9.50,44,2,1,0,10*,0,3,3,1,19,0,43.18,0
Veemarsh Kaw,http://www.espncricinfo.com/ci/content/player/30187.html,"January 1, 1985 ","Jammu & Kashmir,",9.14,213,9,6,0,20,0,7,4,0,64,0,30.04,0
Snehal Kauthankar,http://www.espncricinfo.com/ci/content/player/826497.html,"October 19, 1995 ","Goa,",37.00,3492,241,23,8,225,3,51,28,5,1702,6,48.73,0
Shaurya Sanandia,http://www.espncricinfo.com/ci/content/player/339509.html,"April 24, 1987, Rajkot, Saurashtra ",Saurashtra,15.20,1035,51,10,0,40,0,33,26,8,380,0,36.71,0
Sanju Samson,http://www.espncricinfo.com/ci/content/player/425943.html,"November 11, 1994, Pulluvila, Vizhinjam, Trivandrum ","India,",19.00,24,1,1,0,19,0,1,1,0,19,0,79.16,0
Sams Alam,http://www.espncricinfo.com/ci/content/player/1159771.html,"July 7, 1991 ",Arunachal Pradesh,-,14,1,0,0,4*,0,3,3,3,5,0,35.71,0
Samarth Seth,http://www.espncricinfo.com/ci/content/player/1159767.html,"September 14, 1999, Delhi ","Arunachal Pradesh,",25.00,397,45,5,3,60,0,10,5,0,250,0,62.97,0
Sameer Ali,http://www.espncricinfo.com/ci/content/player/227723.html,"January 9, 1986, Srinagar, Jammu and Kashmir ",Jammu & Kashmir,10.35,267,17,4,0,32,0,26,15,9,176,7,65.91,0
Rahil Sambyal,http://www.espncricinfo.com/ci/content/player/482307.html,"December 20, 1987 ",Jammu & Kashmir,1.75,95,0,0,0,4*,0,6,3,2,7,0,7.36,0
Samarth Singh,http://www.espncricinfo.com/ci/content/player/736417.html,"September 11, 1991, Delhi ","Delhi,",30.25,992,76,6,2,187,1,17,11,1,484,5,48.79,0
Ravikumar Samarth,http://www.espncricinfo.com/ci/content/player/474512.html,"January 22, 1993, Mysore, Karnataka ","India A,",39.53,7188,423,65,17,235,9,99,57,7,3637,12,50.59,0
Debasish Samantray,http://www.espncricinfo.com/ci/content/player/1131612.html,"September 10, 1996, Dhenkamal, Orissa ",Odisha,46.57,851,39,1,2,102,1,7,4,0,326,3,38.30,0
Biplab Samantray,http://www.espncricinfo.com/ci/content/player/430125.html,"December 14, 1988, Cuttack, Orissa ","Deccan Chargers,",29.89,8139,420,58,18,171,6,118,72,6,3348,28,41.13,0
Swastik Samal,http://www.espncricinfo.com/ci/content/player/1175445.html,"July 27, 2000, Koraput, Odisha ",Odisha,4.00,10,0,1,0,8,0,2,2,0,8,0,80.00,0
Samad Bhat,http://www.espncricinfo.com/ci/content/player/924351.html,"October 2, 1995, Srinagar, Jammu & Kashmir ","Jammu & Kashmir,",15.50,254,10,3,0,42*,0,7,4,1,93,1,36.61,2
Sunil Sam,http://www.espncricinfo.com/ci/content/player/477022.html,"March 27, 1988, Kollam ","Karaikudi Kaalai,",4.80,42,5,3,0,13,0,8,12,3,24,0,57.14,0
O Salvi,http://www.espncricinfo.com/ci/content/player/35301.html,date unknown ,Railways,0.00,2,0,0,0,0,0,1,1,0,0,0,0.00,0
Ashish Malhotra,http://www.espncricinfo.com/ci/content/player/31280.html,"September 29, 1973, Rishikesh, Uttar Pradesh ",Delhi,0.00,4,0,0,0,0,0,1,1,0,0,0,0.00,0
Anmol Malhotra,http://www.espncricinfo.com/ci/content/player/851259.html,"November 29, 1995, Patiala, Punjab ","Punjab,",22.33,55,8,5,0,40*,0,5,5,2,67,0,121.81,1
Abdulahad Malek,http://www.espncricinfo.com/ci/content/player/290721.html,"August 9, 1986, Hansot, Gujarat ","Gujarat,",32.20,170,14,2,0,35,0,8,8,3,161,1,94.70,0
Rakesh Makwana,http://www.espncricinfo.com/ci/content/player/430383.html,"January 10, 1981, Mumbai ",Gujarat,11.33,29,7,1,0,20,0,3,3,0,34,0,117.24,0
Sanjay Majumder,http://www.espncricinfo.com/ci/content/player/554336.html,"December 20, 1987, Gomati ",Tripura,8.27,198,12,2,0,20,0,19,10,8,91,1,45.95,0
Suman Majumdar,http://www.espncricinfo.com/ci/content/player/536486.html,"December 22, 1990, Sabroom, Tripura ",Tripura,11.00,59,2,1,0,15*,0,4,2,2,22,0,37.28,0
Debu Majumdar,http://www.espncricinfo.com/ci/content/player/31078.html,"November 2, 1976, Calcutta (now Kolkata), Bengal ",Bengal,-,-,-,1,-,-,-,-,1,-,-,-,-,0
Sunetra Paranjpe,http://www.espncricinfo.com/ci/content/player/54081.html,"May 9, 1980, Bombay (now Mumbai), Maharashtra ","Bombay Women,",11.00,129,3,3,0,30,0,4,3,1,33,0,25.58,0
Jatin Paranjpe,http://www.espncricinfo.com/ci/content/player/32192.html,"April 17, 1972, Bombay (now Mumbai), Maharashtra ","India,",18.00,91,3,2,0,27,0,4,4,1,54,1,59.34,0
Paramveer Singh,http://www.espncricinfo.com/ci/content/player/340875.html,"November 22, 1987, Hyderabad, Andhra Pradesh ",Hyderabad (India),18.50,66,5,3,0,16*,0,3,2,1,37,1,56.06,0
Prasanth Parameswaran,http://www.espncricinfo.com/ci/content/player/279562.html,"May 30, 1985, Thanner Mukham ","Kerala,",7.28,525,19,6,0,38,0,41,33,16,182,9,34.66,0
Priyatosh Paramanik,http://www.espncricinfo.com/ci/content/player/625403.html,"September 20, 1994,  Khurda, Orissa ",Odisha,-,-,-,0,-,-,-,-,1,-,-,-,-,0
Riyan Parag,http://www.espncricinfo.com/ci/content/player/1079434.html,"November 10, 2001, Guwahati, Assam ","Assam,",23.85,285,19,2,1,80,0,7,4,0,167,5,58.59,0
Heramb Parab,http://www.espncricinfo.com/ci/content/player/1072450.html,"September 4, 1998, Goa ",India Under-19s,62.00,82,13,2,0,29,0,4,3,3,62,1,75.60,0
Pappu Roy,http://www.espncricinfo.com/ci/content/player/1159718.html,"February 23, 1995 ",Odisha,1.00,2,0,0,0,1*,0,3,2,2,1,0,50.00,0
Pappu Singh,http://www.espncricinfo.com/ci/content/player/690255.html,"September 27, 1993, Ranchi, Bihar ",Jharkhand Under-19s,10.75,379,12,5,1,61,0,8,4,0,86,0,22.69,1
Vaibhav Singh Panwar,http://www.espncricinfo.com/ci/content/player/1159775.html,"October 26, 1992, Dehradun ",Uttarakhand,37.77,622,48,8,3,101,1,11,9,2,340,4,54.66,0
Vineet Panwar,http://www.espncricinfo.com/ci/content/player/1081526.html,"June 28, 1998,  Meerut, Uttar Pradesh ","India Under-19s,",1.00,8,0,0,0,1,0,2,1,1,1,0,12.50,0
Rishabh Pant,http://www.espncricinfo.com/ci/content/player/931581.html,"October 4, 1997, Haridwar, Uttarakhand ","India,",49.71,943,70,40,2,159*,2,15,9,1,696,17,73.80,2
Pankaj Singh,http://www.espncricinfo.com/ci/content/player/32973.html,"May 6, 1985, Sultanpur, Uttar Pradesh ","India,",3.33,20,2,2,0,9,0,4,2,1,10,0,50.00,0
Utsav Pankaj Madan,http://www.espncricinfo.com/ci/content/player/1159769.html,date unknown ,Arunachal Pradesh,1.00,15,0,0,0,2,0,2,1,0,2,0,13.33,0
Shivil Kaushik,http://www.espncricinfo.com/ci/content/player/917213.html,"September 7, 1995 ","Gujarat Lions,",0.00,1,0,0,0,0*,0,2,10,1,0,0,0.00,0
Madhav Kaushik,http://www.espncricinfo.com/ci/content/player/1163698.html,"January 3, 1998, Delhi ",Uttar Pradesh,34.57,586,30,3,1,92,0,8,5,1,242,3,41.29,0
Abhishek Kaushik,http://www.espncricinfo.com/ci/content/player/1175963.html,"May 15, 1994, Kurukshetra, Haryana ",Nagaland,23.50,46,6,0,0,31,0,2,2,0,47,1,102.17,0
Ankit Kaushik,http://www.espncricinfo.com/ci/content/player/604532.html,"September 5, 1991, Chandigarh ",Himachal Pradesh,5.00,12,0,0,0,5,0,1,1,0,5,0,41.66,0
Aditya Kaushik,http://www.espncricinfo.com/ci/content/player/735835.html,"September 10, 1991, Delhi ",Delhi,16.80,157,20,2,1,53,0,11,11,1,168,1,107.00,0
Abhishek Kaushik,http://www.espncricinfo.com/ci/content/player/422335.html,"February 13, 1985, Delhi ",Railway Sports Promotion Board XI,19.72,442,31,1,1,59,0,11,7,0,217,0,49.09,0
Kaushal Singh,http://www.espncricinfo.com/ci/content/player/720475.html,"October 10, 1996, Ranchi, Bihar ",Jharkhand Under-19s,31.55,2248,139,32,8,130,1,42,28,6,1136,21,50.53,0
Karn Kaushal,http://www.espncricinfo.com/ci/content/player/1159773.html,"August 25, 1991, Dehradun ",Uttarakhand,35.90,541,56,1,2,91,0,11,8,1,359,6,66.35,0
Kaunain Abbas,http://www.espncricinfo.com/ci/content/player/778239.html,"May 7, 1990, Bangalore, Karnataka ","Belagavi Panthers,",36.06,1371,67,11,6,74,0,18,11,3,541,5,39.46,0
Harmanpreet Kaur,http://www.espncricinfo.com/ci/content/player/372317.html,"March 8, 1989, Punjab ","India B Women,",8.66,59,4,0,0,17,0,3,2,0,26,0,44.06,0
Uday Kaul,http://www.espncricinfo.com/ci/content/player/30235.html,"December 2, 1987, Kangra, Himachal Pradesh ","India A,",47.96,14645,718,169,32,165*,17,151,94,22,6187,2,42.24,11
Siddarth Kaul,http://www.espncricinfo.com/ci/content/player/326017.html,"May 19, 1990, Pathankot, Punjab ","India,",0.50,3,0,1,0,1,0,2,3,0,1,0,33.33,0
Rohit Jhanjhariya,http://www.espncricinfo.com/ci/content/player/1175486.html,"August 18, 1990 ",Nagaland,50.00,56,1,0,0,49*,0,2,2,1,50,2,89.28,0
Shaik Noushad,http://www.espncricinfo.com/ci/content/player/536656.html,"May 7, 1987, Nellore, Andhra Pradesh ",Andhra,4.00,13,0,1,0,7,0,2,3,0,8,0,61.53,0
Wanlambok Nongkhlaw,http://www.espncricinfo.com/ci/content/player/1159785.html,"February 9, 1993 ",Meghalaya,2.00,112,0,1,0,3,0,4,2,0,8,0,7.14,0
Dhiran Salvi,http://www.espncricinfo.com/ci/content/player/33803.html,"October 10, 1979 ","Baroda,",30.33,340,18,1,1,81*,0,7,4,1,182,2,53.52,0
Aavishkar Salvi,http://www.espncricinfo.com/ci/content/player/34264.html,"October 20, 1981, Bombay (now Mumbai), Maharashtra ","India,",2.00,14,0,2,0,4*,0,3,4,1,4,0,28.57,0
Abhijit Salvi,http://www.espncricinfo.com/ci/content/player/1083845.html,"October 5, 1992, Ahmedabad, Gujara ","Maharashtra Cricket Association XI,",20.75,136,12,0,0,31,0,4,4,0,83,0,61.02,0
Dinesh Salunkhe,http://www.espncricinfo.com/ci/content/player/278482.html,"November 12, 1982, Mumbai ","Cricket Star XI,",16.50,24,5,2,0,26*,0,3,6,1,33,0,137.50,0
Pratik Salunke,http://www.espncricinfo.com/ci/content/player/1175471.html,"October 24, 1991, Baroda, Gujarat ",Baroda,13.00,9,2,0,0,7,0,2,3,1,13,0,144.44,0
Salman Nizar,http://www.espncricinfo.com/ci/content/player/826349.html,"June 30, 1997, Thalassery, Cannanore, Kerala ","Kerala,",23.58,523,18,9,1,64,0,14,10,2,283,12,54.11,0
Chandrakant Sakure,http://www.espncricinfo.com/ci/content/player/587488.html,"July 9, 1990, Seoni, Madhya Pradesh ",Madhya Pradesh,2.63,107,5,2,0,9*,0,17,13,6,29,0,27.10,0
Abhishek Sakuja,http://www.espncricinfo.com/ci/content/player/339958.html,"May 28, 1987, Hamirpur ",Services,15.00,316,14,2,0,46,0,10,8,3,105,3,33.22,0
Chetan Sakariya,http://www.espncricinfo.com/ci/content/player/1131754.html,"August 20, 1998, Bhavnagar ","Saurashtra,",18.25,248,9,0,0,28*,0,9,8,5,73,0,29.43,0
Sajid Khan,http://www.espncricinfo.com/ci/content/player/625419.html,"September 9, 1989, Sagar ",Vidarbha,1.00,8,0,0,0,1,0,1,1,0,1,0,12.50,0
Vinoop Manoharan,http://www.espncricinfo.com/ci/content/player/555304.html,"June 10, 1992, Alappuzha, Kerala ",Kerala,31.31,1042,82,11,4,96,0,20,13,1,595,2,57.10,0
Ankit Maini,http://www.espncricinfo.com/ci/content/player/1175470.html,date unknown ,Himachal Pradesh,21.00,21,2,3,0,14*,0,2,6,1,21,0,100.00,0
Nipun Malhotra,http://www.espncricinfo.com/ci/content/player/1168735.html,"September 22, 1993, Delhi ","Arunachal Pradesh,",10.25,88,5,0,0,19,0,4,2,0,41,1,46.59,0
Maheshkumar Singh,http://www.espncricinfo.com/ci/content/player/1170253.html,"November 11, 1992, Imphal, Manipur ",Manipur,0.00,7,0,1,0,0,0,2,1,0,0,0,0.00,0
Yo Mahesh,http://www.espncricinfo.com/ci/content/player/31732.html,"December 21, 1987, Madras (now Chennai), Tamil Nadu ","Chennai Super Kings,",26.02,2924,124,23,5,103*,2,57,50,14,1119,23,38.26,0
Bitop Mahanta,http://www.espncricinfo.com/ci/content/player/317776.html,"October 1, 1984, Digboi, Assam ",Assam,3.66,57,1,0,0,7,0,3,2,0,11,0,19.29,0
Hardik Pandya,http://www.espncricinfo.com/ci/content/player/625371.html,"October 11, 1993, Choryasi, Gujarat ","India,",31.29,720,68,7,4,108,1,18,11,1,532,12,73.88,0
Krunal Pandya,http://www.espncricinfo.com/ci/content/player/471342.html,"March 24, 1991, Ahmedabad, Gujarat ","India,",23.33,50,6,4,0,26*,0,5,11,2,70,3,140.00,0
Amulya Pandrekar,http://www.espncricinfo.com/ci/content/player/822681.html,"March 31, 1996, Uttarkannada, Karnataka ","Goa,",12.22,641,41,5,0,38,0,27,16,5,269,0,41.96,0
Usman Pandit,http://www.espncricinfo.com/ci/content/player/854233.html,"December 7, 1994, Srinagar, Jammu and Kashmir ","Jammu & Kashmir,",7.50,18,0,0,0,13,0,2,2,0,15,1,83.33,0
Chandrakant Pandit,http://www.espncricinfo.com/ci/content/player/32179.html,"September 30, 1961, Bombay (now Mumbai), Maharashtra ","India,",24.42,331,18,14,0,39,0,8,5,1,171,0,51.66,2
Agam Pandit,http://www.espncricinfo.com/ci/content/player/32176.html,"November 12, 1981, Bombay (now Mumbai), Maharashtra ",Goa,3.50,84,1,0,0,7,0,2,2,0,7,0,8.33,0
Shikha Pandey,http://www.espncricinfo.com/ci/content/player/442145.html,"May 12, 1989, Karimnagar, Andhra Pradesh (now Telengana) ","Goa Women,",37.00,150,3,0,0,28*,0,3,2,2,37,0,24.66,0
Manish Pandey,http://www.espncricinfo.com/ci/content/player/290630.html,"September 10, 1989, Nainital, Uttaranchal ","India,",36.66,479,37,6,2,104*,1,18,23,6,440,4,91.85,0
Ishwar Pandey,http://www.espncricinfo.com/ci/content/player/447439.html,"August 15, 1989, Rewa, Madhya Pradesh ","Central Zone,",13.48,973,71,21,1,63,0,84,68,20,863,61,88.69,0
Deependra Pandey,http://www.espncricinfo.com/ci/content/player/32515.html,"December 11, 1985, Lucknow, Uttar Pradesh ",Uttar Pradesh Under-16s,-,-,-,0,-,-,-,-,1,-,-,-,-,0
Gyanendra Pandey,http://www.espncricinfo.com/ci/content/player/32168.html,"August 12, 1972, Lucknow, Uttar Pradesh ","India,",4.00,11,0,0,0,4*,0,2,2,1,4,0,36.36,0
Akshat Pandey,http://www.espncricinfo.com/ci/content/player/941039.html,"March 19, 1993, Firozabad, Uttar Pradesh ",Railways,6.33,97,4,0,0,12,0,6,3,0,38,0,39.17,0
Abhishek  Pandey,http://www.espncricinfo.com/ci/content/player/430299.html,"August 7, 1988, Darekhu, Uttar Pradesh ",Railways,-,-,-,0,-,-,-,-,1,-,-,-,-,0
Venkatesh Iyer,http://www.espncricinfo.com/ci/content/player/851403.html,"December 25, 1994, Indore, Madhya Pradesh ","Madhya Pradesh,",2.25,30,1,0,0,8,0,4,3,0,9,0,30.00,0
Shreyas Iyer,http://www.espncricinfo.com/ci/content/player/642519.html,"December 6, 1994, Mumbai ","India,",42.00,218,22,3,2,88,0,5,6,0,210,3,96.33,0
Shridhar Iyer,http://www.espncricinfo.com/ci/content/player/322418.html,"January 1, 1988 ",Mumbai Champs,22.00,36,4,1,0,22,0,1,1,0,22,0,61.11,0
Devendra Israni,http://www.espncricinfo.com/ci/content/player/29555.html,"December 1, 1987, Varanasi, Uttar Pradesh ","Services,",24.42,1408,64,10,1,115,1,22,11,1,513,3,36.43,2
SK Ismail,http://www.espncricinfo.com/ci/content/player/1175452.html,"April 25, 2002, Kurnool, Andhra Pradesh ",Andhra,0.00,1,0,1,0,0,0,1,4,0,0,0,0.00,0
Sachin Katariya,http://www.espncricinfo.com/ci/content/player/820383.html,"April 14, 1995, Nagpur, Maharashtra ","Vidarbha,",20.62,497,24,11,1,50*,0,9,5,1,165,1,33.19,0
Prateek Kataria,http://www.espncricinfo.com/ci/content/player/1163665.html,"October 16, 1995, Kolkata, West Bengal ",Arunachal Pradesh,15.00,132,5,0,0,30,0,4,2,1,45,0,34.09,0
Naman Kataria,http://www.espncricinfo.com/ci/content/player/705099.html,"August 15, 1992, Jodhpur, Rajasthan ",Rajasthan,-,57,5,0,0,28*,0,1,1,1,28,0,49.12,0
Sachin Kashikar,http://www.espncricinfo.com/ci/content/player/30336.html,"April 19, 1967, Nagpur, Maharashtra ",Vidarbha,-,-,-,0,-,-,-,-,1,-,-,-,-,0
Kartik Joshi,http://www.espncricinfo.com/ci/content/player/1163671.html,"December 4, 1995, Haldwani ",Uttarakhand,75.66,378,23,3,0,208*,1,4,5,1,227,0,60.05,0
Kartik Tyagi,http://www.espncricinfo.com/ci/content/player/1122918.html,"November 8, 2000, Hapur, Uttar Pradesh ",Uttar Pradesh,5.50,23,2,1,0,7,0,2,1,0,11,0,47.82,0
Murali Kartik,http://www.espncricinfo.com/ci/content/player/30049.html,"September 11, 1976, Madras (now Chennai), Tamil Nadu ","India,",9.77,231,11,2,0,43,0,10,8,1,88,0,38.09,0
Kumar Kartikeya,http://www.espncricinfo.com/ci/content/player/1159843.html,"December 26, 1997, Kuwasi, Sultanpur, Uttar Pradesh ",Madhya Pradesh,6.66,111,2,2,0,19*,0,7,4,1,40,3,36.03,0
B Karthikeyan,http://www.espncricinfo.com/ci/content/player/30720.html,date unknown ,Tamil Nadu,-,2,0,0,0,0*,0,1,1,1,0,0,0.00,0
S Karthik,http://www.espncricinfo.com/ci/content/player/1048749.html,"March 5, 1990 ","Chepauk Super Gillies,",68.66,411,24,1,3,81,0,5,3,2,206,0,50.12,0
Dinesh Karthik,http://www.espncricinfo.com/ci/content/player/30045.html,"June 1, 1985, Madras (now Chennai), Tamil Nadu ","India,",25.00,2080,134,57,7,129,1,42,26,1,1025,4,49.27,6
Amol Jungade,http://www.espncricinfo.com/ci/content/player/425826.html,"February 6, 1989, Nandura, Maharashtra ","Vidarbha,",23.58,972,48,6,1,115,1,19,17,2,401,3,41.25,0
Manprit Juneja,http://www.espncricinfo.com/ci/content/player/390480.html,"September 12, 1990, Ahmedabad, Gujarat ","Delhi Daredevils,",48.58,7669,437,37,21,201*,8,84,58,7,3741,18,48.78,0
Ankur Jund,http://www.espncricinfo.com/ci/content/player/29768.html,"October 26, 1986, Patiala, Punjab ",Punjab Under-14s,-,-,-,0,-,-,-,-,1,-,-,-,-,0
Ankur Julka,http://www.espncricinfo.com/ci/content/player/29785.html,"March 30, 1987, Delhi ","Delhi,",20.83,348,16,4,0,36,0,6,4,0,125,0,35.91,0
Vishal Joshi,http://www.espncricinfo.com/ci/content/player/379719.html,"May 1, 1989, Jamnagar, Saurashtra ",Saurashtra,17.00,614,29,3,1,55*,0,15,10,3,204,0,33.22,0
Sunil Joshi,http://www.espncricinfo.com/ci/content/player/29725.html,"June 6, 1970, Gadag, Karnataka ","India,",20.70,834,36,7,1,92,0,19,15,2,352,4,42.20,0
Mangesh Joshi,http://www.espncricinfo.com/ci/content/player/604559.html,"February 16, 1988, Nagpur ",Vidarbha,-,6,0,2,0,2*,0,2,2,2,3,0,50.00,0
Nitish Rao,http://www.espncricinfo.com/ci/content/player/1131878.html,"September 17, 1990, Shahdol , Madhya Pradesh ","Chhattisgarh,",-,3,0,0,0,3*,0,1,1,1,3,0,100.00,0
Nitin Sharma,http://www.espncricinfo.com/ci/content/player/1175469.html,"September 28, 1996, Una, Himachal Pradesh ",Himachal Pradesh,14.50,33,4,1,0,36,0,4,6,0,58,4,175.75,0
Nitin Yadav,http://www.espncricinfo.com/ci/content/player/950031.html,date unknown ,Services,-,3,0,0,0,0*,0,1,1,1,0,0,0.00,0
Nishan Singh,http://www.espncricinfo.com/ci/content/player/262463.html,"September 3, 1987, Sri Ganga Nagar, Rajasthan ",Rajasthan,7.18,435,15,1,0,15,0,28,25,12,115,2,26.43,0
Dega Nischal,http://www.espncricinfo.com/ci/content/player/527367.html,"October 19, 1994, Bangalore, Karnataka ",Karnataka State Cricket Association XI,38.56,2416,78,13,3,195,4,24,13,1,887,1,36.71,0
Shresth Nirmohi,http://www.espncricinfo.com/ci/content/player/627594.html,"November 2, 1991, Ajmer, Rajasthan ","D.A.V College (Chandigarh),",13.00,135,15,2,0,48,0,7,6,0,91,1,67.40,0
Niranjana Nagarajan,http://www.espncricinfo.com/ci/content/player/220678.html,"October 9, 1988, Madras (now Chennai), Tamil Nadu ","India Red Women,",27.00,83,4,3,0,27,0,1,2,0,27,0,32.53,0
Pritam Nirala,http://www.espncricinfo.com/ci/content/player/1163679.html,"December 23, 1994, Gangtok, Sikkim ",Sikkim,0.00,15,0,0,0,0,0,2,1,0,0,0,0.00,0
Nipan Deka,http://www.espncricinfo.com/ci/content/player/1131933.html,date unknown ,Assam,2.00,3,0,0,0,2,0,1,1,0,2,0,66.66,0
Ryan Ninan,http://www.espncricinfo.com/ci/content/player/353669.html,"November 19, 1985, Thiruvananthapuram ","Goa,",51.25,512,23,0,2,88*,0,6,4,2,205,1,40.03,0
Sai Eswar,http://www.espncricinfo.com/ci/content/player/34854.html,date unknown ,Mysore,-,-,-,0,-,-,-,-,1,-,-,-,-,0
Jyothi Sai Krishna,http://www.espncricinfo.com/ci/content/player/525879.html,"June 13, 1990, Hyderabad, Andhra Pradesh ",Andhra Under-22s,31.41,893,42,4,3,82*,0,13,8,1,377,3,42.21,0
Ravisrinivasan Sai Kishore,http://www.espncricinfo.com/ci/content/player/1048739.html,"November 6, 1996, Chennai, Tamil Nadu ","Chepauk Super Gillies,",16.44,389,15,3,0,27*,0,12,9,3,148,4,38.04,0
Arya Sethi,http://www.espncricinfo.com/ci/content/player/1159781.html,"February 9, 2001, Dehradun ",Uttarakhand,28.33,134,14,0,1,50,0,3,3,0,85,0,63.43,0
Shanu Saini,http://www.espncricinfo.com/ci/content/player/1133711.html,date unknown ,"Uttar Pradesh,",-,2,0,0,0,2*,0,1,2,1,2,0,100.00,0
Palakodeti Sairam,http://www.espncricinfo.com/ci/content/player/1079378.html,"January 24, 1993, Hyderabad ","Hyderabad (India),",54.66,352,16,1,0,42,0,5,5,2,164,1,46.59,0
Rishit Saini,http://www.espncricinfo.com/ci/content/player/538578.html,"October 22, 1990, Delhi ",Delhi,4.00,8,1,0,0,4,0,1,1,0,4,0,50.00,0
Shakun Saini,http://www.espncricinfo.com/ci/content/player/482300.html,"February 1, 1987, Sain, Himachal Pradesh ",Himachal Pradesh,14.00,11,1,0,0,8*,0,3,4,2,14,1,127.27,0
Navdeep Saini,http://www.espncricinfo.com/ci/content/player/700167.html,"November 23, 1992, Karnal, Haryana ","Delhi,",8.92,514,29,12,0,42*,0,43,43,18,223,2,43.38,0
Nitin Saini,http://www.espncricinfo.com/ci/content/player/274785.html,"October 28, 1988, Rohtak ","Haryana,",34.43,9921,601,218,22,227,13,147,85,6,4856,32,48.94,25
Chanderpal Saini,http://www.espncricinfo.com/ci/content/player/554357.html,"December 20, 1986, Faridabad, Punjab ",Haryana,10.80,184,8,2,0,35,0,5,3,0,54,0,29.34,0
Saidingliana Sailo,http://www.espncricinfo.com/ci/content/player/1159751.html,"November 27, 1997 ",Mizoram,2.81,109,3,9,0,8,0,11,6,0,31,0,28.44,1
Kunal Saikia,http://www.espncricinfo.com/ci/content/player/432227.html,"June 19, 1988, North Lakhimpur, Assam ",Assam,16.51,3409,175,131,3,135,1,89,54,5,1387,21,40.68,17
Biplab Saikia,http://www.espncricinfo.com/ci/content/player/1169583.html,"December 15, 1996, Guwahati, Assam ","Assam,",16.25,96,11,2,0,41,0,4,2,0,65,0,67.70,0
